Date,Open,High,Low,Close,Volume
2017-04-19 21:44:00,2335.41,2335.52,2335.05,2335.21,0.0
2017-04-19 21:45:00,2335.55,2336.07,2335.51,2335.51,0.0
2017-04-19 21:46:00,2335.1,2335.72,2335.09,2335.34,0.0
2017-04-19 21:47:00,2335.91,2335.96,2335.09,2335.11,0.0
2017-04-19 21:48:00,2335.62,2336.09,2335.62,2335.89,0.0
2017-04-19 21:49:00,2335.87,2335.93,2335.38,2335.58,0.0
2017-04-19 21:50:00,2335.65,2335.84,2335.61,2335.84,0.0
2017-04-19 21:51:00,2335.46,2335.86,2335.17,2335.69,0.0
2017-04-19 21:52:00,2335.42,2335.53,2335.41,2335.48,0.0
2017-04-19 21:53:00,2335.13,2335.49,2335.11,2335.45,0.0
2017-04-19 21:54:00,2335.23,2335.64,2335.13,2335.13,0.0
2017-04-19 21:55:00,2336.46,2336.58,2335.21,2335.24,0.0
2017-04-19 21:56:00,2337.38,2337.4,2336.43,2336.43,0.0
2017-04-19 21:57:00,2336.87,2337.72,2336.87,2337.45,0.0
2017-04-19 21:58:00,2337.34,2337.34,2336.87,2336.88,0.0
2017-04-19 21:59:00,2337.8,2337.93,2337.43,2337.48,0.0
2017-04-19 22:00:00,2337.99,2338.54,2337.69,2337.69,0.0
2017-04-19 22:01:00,2338.04,2338.04,2337.94,2337.94,0.0
2017-04-19 22:02:00,2338.07,2338.07,2338.04,2338.04,0.0
2017-04-19 22:03:00,2338.12,2338.12,2338.07,2338.07,0.0
2017-04-19 22:04:00,2338.16,2338.16,2338.12,2338.12,0.0
2017-04-19 22:05:00,2338.17,2338.17,2338.16,2338.16,0.0
2017-04-19 22:06:00,2338.17,2338.17,2338.17,2338.17,0.0
2017-04-19 22:07:00,2338.17,2338.17,2338.17,2338.17,0.0
2017-04-19 22:08:00,2338.17,2338.17,2338.17,2338.17,0.0
2017-04-19 22:09:00,2338.17,2338.17,2338.17,2338.17,0.0
2017-04-19 22:10:00,2338.17,2338.17,2338.17,2338.17,0.0
2017-04-19 22:11:00,2338.17,2338.17,2338.17,2338.17,0.0
2017-04-19 22:12:00,2338.17,2338.17,2338.17,2338.17,0.0
2017-04-19 22:13:00,2338.17,2338.17,2338.17,2338.17,0.0
2017-04-19 22:14:00,2338.17,2338.17,2338.17,2338.17,0.0
2017-04-19 22:15:00,2338.17,2338.17,2338.17,2338.17,0.0
2017-04-19 22:16:00,2338.17,2338.17,2338.17,2338.17,0.0
