Date,Open,High,Low,Close,Volume
2017-04-19 21:22:00,2339.52,2340.13,2339.52,2340.11,0.0
2017-04-19 21:23:00,2339.49,2339.59,2339.4,2339.52,0.0
2017-04-19 21:24:00,2339.35,2339.48,2339.27,2339.48,0.0
2017-04-19 21:25:00,2339.42,2339.61,2339.34,2339.35,0.0
2017-04-19 21:26:00,2339.22,2339.43,2339.21,2339.42,0.0
2017-04-19 21:27:00,2338.17,2339.24,2338.16,2339.23,0.0
2017-04-19 21:28:00,2338.29,2338.29,2337.98,2338.17,0.0
2017-04-19 21:29:00,2338.17,2338.46,2338.17,2338.29,0.0
2017-04-19 21:30:00,2336.92,2338.1,2336.78,2338.1,0.0
2017-04-19 21:31:00,2336.64,2337.06,2336.61,2336.92,0.0
2017-04-19 21:32:00,2335.88,2336.55,2335.7,2336.55,0.0
2017-04-19 21:33:00,2336.24,2336.78,2335.66,2335.87,0.0
2017-04-19 21:34:00,2336.7,2336.71,2336.33,2336.33,0.0
2017-04-19 21:35:00,2336.15,2336.75,2336.15,2336.71,0.0
2017-04-19 21:36:00,2336.55,2336.57,2336.16,2336.17,0.0
2017-04-19 21:37:00,2337.18,2337.41,2336.54,2336.54,0.0
2017-04-19 21:38:00,2337.03,2337.29,2336.88,2337.18,0.0
2017-04-19 21:39:00,2336.95,2337.0,2336.68,2337.0,0.0
2017-04-19 21:40:00,2337.24,2337.36,2336.94,2336.95,0.0
2017-04-19 21:41:00,2336.42,2337.19,2336.42,2337.19,0.0
2017-04-19 21:42:00,2336.86,2336.96,2336.34,2336.37,0.0
2017-04-19 21:43:00,2335.21,2336.86,2335.21,2336.84,0.0
