Date,Open,High,Low,Close,Volume,Feature_1,Feature_2,Feature_3,Feature_4,Label,Industry,Industry_ID
2017-04-13 15:30:00,29.67,29.7,29.67,29.7,3620.0,0.00134660362267,0.00134907251265,0.0,-0.992037761247,1,Industrials,4
2017-04-13 15:31:00,29.6301,29.69,29.62,29.67,454646.0,-0.000334008097166,-0.000677449688407,-0.000674763832659,5.00406745639,1,Industrials,4
2017-04-13 15:32:00,29.64,29.65,29.62,29.63,75723.0,-0.000505816894284,0.000114606612802,0.00067521944632,0.54483138503,-1,Industrials,4
2017-04-13 15:33:00,29.655,29.6701,29.64,29.64,49017.0,0.00101265822785,-0.00112121212121,-0.000168776371308,-0.117446885128,-1,Industrials,4
2017-04-13 15:34:00,29.625,29.6667,29.62,29.655,55540.0,-0.00235729920862,-0.000672947510094,-0.00185309973046,-0.493419192426,1,Industrials,4
2017-04-13 15:35:00,29.695,29.7,29.625,29.625,109637.0,0.000336870473303,0.000673400673401,0.00134952766532,0.759823434992,-1,Industrials,4
2017-04-13 15:36:00,29.685,29.72,29.68,29.705,62300.0,0.00118043844857,0.00134861766689,0.0,-0.555368409033,1,Industrials,4
2017-04-13 15:37:00,29.65,29.7,29.64,29.685,140116.0,-0.000337154416723,-0.0013468013468,-0.000168662506325,4.95832624596,1,Industrials,4
2017-04-13 15:38:00,29.66,29.66,29.64,29.65,23516.0,-0.001010441226,0.0,-0.00117924528302,-0.847626206012,0,Industrials,4
2017-04-13 15:39:00,29.69,29.7,29.645,29.65,154331.0,0.00033692722372,-0.000168321831341,0.000674308833446,1.02781610102,-1,Industrials,4
2017-04-13 15:40:00,29.68,29.7,29.68,29.69,76107.0,0.000337040781935,0.000673740946606,0.0,-0.635957926156,1,Industrials,4
2017-04-13 15:41:00,29.67,29.705,29.66,29.68,209061.0,0.0,0.00016846361186,-0.000337040781935,3.3485522922,1,Industrials,4
2017-04-13 15:42:00,29.67,29.685,29.66,29.67,48076.0,0.0,0.0,0.0016880486158,1.62180291214,0,Industrials,4
2017-04-13 15:43:00,29.67,29.68,29.67,29.67,18337.0,0.000677911223984,0.000337040781935,-0.000337495781303,-0.823359984587,-1,Industrials,4
2017-04-13 15:44:00,29.6499,29.68,29.62,29.68,103810.0,0.000334008097166,0.000337154416723,-0.000337381916329,0.323313829719,1,Industrials,4
2017-04-13 15:45:00,29.64,29.67,29.63,29.6419,78447.0,-0.000337268128162,-0.000337040781935,0.0,0.000510158531764,1,Industrials,4
2017-04-13 15:46:00,29.65,29.66,29.64,29.64,78407.0,-0.000505646384628,0.000337154416723,0.0,2.08034100731,-1,Industrials,4
2017-04-13 15:47:00,29.665,29.67,29.64,29.645,25454.0,0.000337211262856,-0.000337040781935,-0.000337268128162,-0.453565755013,-1,Industrials,4
2017-04-13 15:48:00,29.655,29.66,29.64,29.66,46582.0,-0.000505561172902,0.0,0.00020240183511,-0.235144409963,1,Industrials,4
2017-04-13 15:49:00,29.67,29.67,29.65,29.6599,60903.0,0.0,0.0,-0.000539447066757,1.1152016115,-1,Industrials,4
2017-04-13 15:50:00,29.67,29.67,29.644,29.6601,28793.0,0.000168548794876,-0.00125894558258,0.0,1.18658869988,-1,Industrials,4
2017-04-13 15:51:00,29.665,29.67,29.66,29.67,13168.0,-0.00117845117845,-0.000760174907501,-0.001010441226,-0.690018832392,1,Industrials,4
2017-04-13 15:52:00,29.7,29.7074,29.66,29.665,42480.0,-0.000672947510094,0.000168208578637,-0.000491506366017,-0.437067663195,-1,Industrials,4
2017-04-13 15:53:00,29.72,29.73,29.69,29.705,75462.0,0.000168265185933,0.000168236877524,-0.00018175698418,0.231570185889,-1,Industrials,4
2017-04-13 15:54:00,29.715,29.725,29.7046,29.7221,61273.0,0.000168293503871,-0.000672494956288,0.0,3.84946576969,1,Industrials,4
2017-04-13 15:55:00,29.71,29.72,29.71,29.712,12635.0,-0.000481087864138,0.000370009082041,0.0003367003367,-0.686934760524,-1,Industrials,4
