Date,Open,High,Low,Close,Volume,Feature_1,Feature_2,Feature_3,Feature_4,Label,Industry,Industry_ID,Beta
2017-04-19 15:30:00,840.0,840.0,839.79,839.79,13196.0,0.000965216458728,0.000731010176005,-2.38379022646e-05,0.914405919048,-1,Information Technology,3,-0.990233756452
2017-04-19 15:31:00,839.19,840.0,838.98,839.88,6893.0,6.67354677561e-05,-0.000504399804718,3.57581319952e-05,2.31394230769,1,Information Technology,3,-0.990233756452
2017-04-19 15:32:00,839.134,839.3864,839.0,839.17,2080.0,0.00019547778824,0.0,0.000453141582895,-0.550173010381,-1,Information Technology,3,-0.990233756452
2017-04-19 15:33:00,838.97,839.81,838.97,839.46,4624.0,-1.19192352619e-05,0.000405017451487,0.000226622137405,-0.328492593668,-1,Information Technology,3,-0.990233756452
2017-04-19 15:34:00,838.98,839.81,838.59,839.81,6886.0,-0.000226414194978,-0.000369144299697,-0.000929478776901,0.208070175439,1,Information Technology,3,-0.598657362536
2017-04-19 15:35:00,839.17,839.47,838.4,838.69,5700.0,-0.000714481346083,0.000119092987805,-0.000166801696612,0.879327398615,-1,Information Technology,3,-0.975121138409
2017-04-19 15:36:00,839.77,839.78,839.18,839.2,3033.0,0.000214390357198,0.000452758250923,0.000476803509274,1.09172413793,-1,Information Technology,3,-0.413597062848
2017-04-19 15:37:00,839.59,839.68,839.32,839.42,1450.0,0.000440885584233,-9.53084419453e-05,0.000327909902283,-0.537922243467,1,Information Technology,3,-0.41103301009
2017-04-19 15:38:00,839.22,839.3,838.92,839.3,3138.0,0.000453006532831,-0.000452510241021,-0.000339718450884,0.278728606357,-1,Information Technology,3,-0.397349345717
2017-04-19 15:39:00,838.84,839.38,838.645,839.38,2454.0,-0.000988483570927,-0.00136756608912,-0.000988377631704,-0.0601302183072,1,Information Technology,3,-0.22160235001
2017-04-19 15:40:00,839.67,839.76,838.93,839.0,2611.0,-0.00147459300044,-0.000223517354696,-0.000987401705945,-0.761574285453,-1,Information Technology,3,-0.212893268444
2017-04-19 15:41:00,840.91,840.91,839.76,839.9,10951.0,-0.000223517354696,-0.000156794236629,-3.56879446123e-05,3.6012605042,-1,Information Technology,3,-0.0644098203789
2017-04-19 15:42:00,841.098,841.098,840.59,840.85,2380.0,0.000402017222513,0.000487500297329,0.000214173528152,-0.206666666667,-1,Information Technology,3,-0.0909036504425
2017-04-19 15:43:00,840.76,841.2299,840.62,840.9,3000.0,0.000380752938937,-2.37857380714e-05,2.61774497929e-05,0.290877796902,1,Information Technology,3,-0.10753387514
