Date,Open,High,Low,Close,Volume,Feature_1,Feature_2,Feature_3,Feature_4,Label,Industry,Industry_ID
2017-04-13 15:31:00,22.46,22.57,22.43,22.56,1949142.0,0.000445434298441,0.000222419928826,0.000446030330062,3.40286063443,1,Financials,1
2017-04-13 15:32:00,22.45,22.485,22.43,22.45,442699.0,0.0,-0.000888888888889,-0.000445831475702,-0.407008487018,0,Financials,1
2017-04-13 15:33:00,22.45,22.48,22.42,22.45,746552.0,-0.000890075656431,-0.00270378086078,-0.00155797907857,-0.00120409069746,0,Financials,1
2017-04-13 15:34:00,22.47,22.5,22.43,22.45,747452.0,-0.00310559006211,0.00102049871328,-0.00111160515785,0.0839455541602,-1,Financials,1
2017-04-13 15:35:00,22.54,22.561,22.465,22.465,689566.0,0.00171099704464,0.000799289520426,0.000890075656431,1.35121265953,-1,Financials,1
2017-04-13 15:36:00,22.5015,22.538,22.49,22.53,293281.0,6.66666666667e-05,-0.00177304964539,-0.00133333333333,0.125527685246,1,Financials,1
2017-04-13 15:37:00,22.5,22.52,22.47,22.5,260572.0,-0.00216862019877,-0.00132802124834,-0.00133155792277,-0.395641938514,0,Financials,1
2017-04-13 15:38:00,22.5489,22.56,22.5,22.5,431155.0,-0.00138174764505,-0.00264900662252,-0.0022143489814,-0.354437581883,-1,Financials,1
2017-04-13 15:39:00,22.5801,22.59,22.53,22.545,667875.0,-0.00308609271523,-0.00088222320247,-0.00132684652808,0.0361462418706,-1,Financials,1
2017-04-13 15:40:00,22.65,22.65,22.58,22.5862,644576.0,-0.000176569259292,-0.00220070422535,-0.00176600441501,0.232305736381,-1,Financials,1
2017-04-13 15:41:00,22.654,22.67,22.61,22.645,523065.0,-0.00224620127725,0.000440334654337,-0.000441306266549,-0.0732616957381,-1,Financials,1
2017-04-13 15:42:00,22.705,22.72,22.65,22.66,564415.0,0.00110229276896,-0.00131926121372,-0.000441111601235,0.419736938088,-1,Financials,1
2017-04-13 15:43:00,22.68,22.71,22.66,22.705,397549.0,-0.00219973603168,-0.000439560439561,-0.0024202420242,-0.348421325221,1,Financials,1
2017-04-13 15:44:00,22.73,22.74,22.67,22.6768,610132.0,-0.000659485601231,-0.00109769484083,0.000220070422535,0.940160585102,-1,Financials,1
2017-04-13 15:45:00,22.745,22.75,22.725,22.725,314475.0,-0.000659050966608,-0.000219490781387,-0.00131868131868,-0.473304727068,-1,Financials,1
2017-04-13 15:46:00,22.76,22.775,22.72,22.74,597072.0,0.0,0.000658906215682,0.00264433671221,1.6960228299,-1,Financials,1
2017-04-13 15:47:00,22.76,22.78,22.75,22.7599,221464.0,0.00308505949758,0.00109938434477,0.0,-0.512864448721,-1,Financials,1
2017-04-13 15:48:00,22.69,22.765,22.69,22.7601,454625.0,-0.00197932702881,-0.000878734622144,-0.00132042253521,0.453139932941,1,Financials,1
2017-04-13 15:49:00,22.735,22.74,22.69,22.7,312857.0,-0.000703265790515,-0.000439174352218,-0.00131868131868,0.282947453026,-1,Financials,1
2017-04-13 15:50:00,22.751,22.76,22.72,22.7391,243858.0,-0.000175785541639,0.0,0.00132042253521,0.658063287869,-1,Financials,1
2017-04-13 15:51:00,22.755,22.77,22.75,22.75,147074.0,0.00154049295775,0.000879120879121,0.000440334654337,-0.568045582037,-1,Financials,1
2017-04-13 15:52:00,22.72,22.77,22.72,22.755,340485.0,-0.000879507475814,0.0,-0.00087989441267,-0.318225506097,1,Financials,1
2017-04-13 15:53:00,22.74,22.75,22.71,22.72,499410.0,-0.000435166747986,-0.000439367311072,0.0,2.68443185339,-1,Financials,1
2017-04-13 15:54:00,22.7499,22.75,22.73,22.75,135546.0,0.000875494940607,-0.000877963125549,0.0,-0.109058880753,1,Financials,1
2017-04-13 15:55:00,22.73,22.76,22.73,22.74,152138.0,-0.0019758507135,0.0,-0.000659485601231,-0.500995463834,1,Financials,1
2017-04-13 15:56:00,22.775,22.78,22.73,22.7362,304883.0,0.0010989010989,0.000878734622144,0.000659920809503,-0.171353712265,-1,Financials,1
2017-04-13 15:57:00,22.75,22.78,22.745,22.775,367929.0,0.0,0.0,-0.000439753737907,0.619912032369,1,Financials,1
2017-04-13 15:58:00,22.75,22.76,22.73,22.745,227129.0,0.0,0.000483537737923,0.000880281690141,0.73211671039,-1,Financials,1
2017-04-13 15:59:00,22.75,22.76,22.74,22.75,131128.0,0.00065977567627,-0.0013608428446,-0.000439947206335,-0.231902904205,1,Financials,1
2017-04-13 16:00:00,22.735,22.749,22.72,22.74,170718.0,-0.00109841827768,-0.000438788942519,-0.000219925225423,-0.567847387993,1,Financials,1
2017-04-13 16:01:00,22.76,22.78,22.73,22.73,395041.0,-0.00131636682756,-0.00208428206116,-0.00219442615756,0.382548104181,-1,Financials,1
2017-04-13 16:02:00,22.79,22.79,22.735,22.76,285734.0,-0.00178705958617,-0.000105078809107,-0.0010960105217,-0.473822225742,-1,Financials,1
2017-04-13 16:03:00,22.8308,22.8376,22.785,22.79,543037.0,0.000473269062226,-0.000656311529206,0.0,1.02318493929,-1,Financials,1
2017-04-13 16:04:00,22.82,22.84,22.81,22.835,268407.0,-0.00131728088717,-0.000218722659667,-0.000438212094654,0.0733660986719,1,Financials,1
2017-04-13 16:05:00,22.8501,22.855,22.81,22.8246,250061.0,0.00131901840491,0.000437636761488,0.0,-0.24034486006,-1,Financials,1
2017-04-13 16:06:00,22.82,22.86,22.82,22.86,329177.0,-0.0011161935611,-0.00131118881119,-0.000875656742557,0.26587550329,1,Financials,1
2017-04-13 16:07:00,22.8455,22.85,22.82,22.825,260039.0,-0.00127651947348,-0.000436871996505,-0.00087489063867,-0.466880839086,-1,Financials,1
2017-04-13 16:08:00,22.8747,22.88,22.84,22.8482,487769.0,-0.000450076469303,-0.00174443959878,-0.000874125874126,0.239546538045,-1,Financials,1
2017-04-13 16:09:00,22.885,22.89,22.86,22.88,393506.0,-0.00152705061082,0.00043630017452,-0.000436871996505,-0.33106675801,-1,Financials,1
2017-04-13 16:10:00,22.92,22.93,22.88,22.885,588259.0,0.000436490615452,-0.000871839581517,0.0,0.515291784192,-1,Financials,1
2017-04-13 16:11:00,22.91,22.92,22.89,22.9199,388215.0,-0.00118149199332,-0.000871080139373,-0.00174443959878,-0.291760696609,1,Financials,1
2017-04-13 16:12:00,22.9371,22.94,22.89,22.9088,548141.0,-0.000562091503268,0.000435729847495,0.00043630017452,0.205866306466,-1,Financials,1
